CustomerID,Name,Age,Gender,SubscriptionType,SubscriptionDate,LastLoginDate,TotalSessions,FeedbackScore,IsChurned
CUST0932,Joshua Freeman,34,Other,Yearly,2026-03-23,2026-04-17,14,1,0
CUST0933,Shawn Mcclure,27,Female,Yearly,2025-12-26,2026-01-22,20,9,1
CUST0934,Frank Collins,27,Female,Quarterly,2025-07-12,2026-01-13,45,6,1
CUST0935,Peter Peterson,30,Female,Quarterly,2025-12-03,2026-01-16,2,3,1
CUST0936,Robert Lopez,55,Male,Yearly,2025-07-05,2026-03-12,5,3,0
CUST0937,Andrew Reid,32,Other,Quarterly,2024-10-29,2026-02-19,46,6,1
CUST0938,James Duncan,53,Female,Quarterly,2024-10-09,2025-03-13,4,1,1
CUST0939,Jordan Barker,34,Male,Yearly,2025-12-31,2026-01-16,10,3,1
CUST0940,Jonathan Sharp,25,Male,Quarterly,2025-07-07,2025-11-02,15,10,1
CUST0941,Eric Flowers,38,Female,Quarterly,2025-12-08,2026-03-23,33,5,0
CUST0942,Jennifer King,48,Other,Quarterly,2024-12-18,2025-11-10,23,10,1
CUST0943,Ashley Francis,52,Male,Monthly,2026-03-20,2026-04-11,40,9,0
CUST0944,Mrs. Jamie Hicks,43,Other,Quarterly,2024-05-07,2025-11-09,35,5,1
CUST0945,Patricia Powell,23,Female,Monthly,2025-02-12,2025-04-22,19,9,1
CUST0946,Bryan Nelson,56,Female,Yearly,2025-02-05,2026-03-27,30,2,0
CUST0947,Brenda Carrillo,23,Male,Monthly,2024-09-17,2025-04-24,50,1,1
CUST0948,Julie Perez,21,Other,Yearly,2025-09-17,2026-04-16,23,3,0
CUST0949,John Miles,20,Male,Yearly,2024-11-19,2025-11-05,39,4,1
CUST0950,Sharon Williams,30,Other,Yearly,2025-12-26,2025-12-27,16,2,1
CUST0951,Frank Travis,22,Other,Yearly,2025-04-10,2025-08-27,46,4,1
CUST0952,Emily Booth,52,Male,Quarterly,2024-06-04,2024-09-28,47,5,1
CUST0953,Jesse Castaneda,42,Female,Yearly,2025-02-01,2025-04-16,37,9,1
CUST0954,Tyler Houston,40,Male,Yearly,2025-01-18,2025-10-07,3,2,1
CUST0955,James Mendoza,53,Other,Yearly,2025-08-13,2025-12-31,40,7,1
CUST0956,Sean Cobb,35,Other,Monthly,2024-08-02,2025-06-22,2,9,1
CUST0957,Brandon Jones,46,Other,Monthly,2024-08-21,2025-01-03,10,2,1
CUST0958,Heather Miller,49,Male,Quarterly,2026-01-22,2026-03-26,12,9,0
CUST0959,Ian Li,44,Male,Monthly,2025-01-23,2025-11-11,34,2,1
CUST0960,Samuel Sawyer,54,Female,Monthly,2025-08-18,2026-02-24,44,6,0
CUST0961,William Franco,52,Male,Monthly,2025-01-29,2025-03-05,8,1,1
CUST0962,Mary York,35,Male,Monthly,2025-09-29,2026-02-28,23,2,0
CUST0963,Angela Roberts,48,Other,Yearly,2025-07-02,2026-01-24,6,5,1
CUST0964,Kathryn Norris,20,Female,Yearly,2025-12-21,2026-03-24,15,10,0
CUST0965,Leah Holmes,53,Other,Monthly,2024-06-13,2025-12-23,39,6,1
CUST0966,Robert Li,34,Male,Yearly,2025-11-07,2026-02-11,39,2,1
CUST0967,Carolyn Richmond,19,Female,Quarterly,2025-02-06,2025-05-03,25,6,1
CUST0968,Kyle Brown,41,Male,Monthly,2024-08-02,2024-08-14,15,6,1
CUST0969,Kristy Woods,46,Other,Monthly,2024-10-29,2025-09-07,39,9,1
CUST0970,Raymond Lewis,23,Female,Quarterly,2024-06-03,2024-08-29,48,10,1
CUST0971,Elijah Green,57,Female,Quarterly,2025-08-17,2026-03-28,41,9,0
CUST0972,Mary Coleman,42,Male,Monthly,2025-03-09,2025-10-11,33,7,1
CUST0973,Jesse Mueller,38,Female,Monthly,2024-06-21,2026-04-14,16,1,0
CUST0974,Brandon Hill,30,Female,Monthly,2025-12-19,2026-01-27,48,9,1
CUST0975,Patrick Ayala,24,Other,Quarterly,2024-08-21,2024-12-23,34,10,1
CUST0976,Kevin Johnson,44,Other,Quarterly,2024-07-04,2024-10-18,29,4,1
CUST0977,Ashley Melendez,24,Female,Yearly,2024-09-02,2025-10-04,31,9,1
CUST0978,Timothy Ford,34,Other,Yearly,2025-02-07,2025-07-14,34,7,1
CUST0979,Kathleen Smith DDS,60,Male,Yearly,2026-01-05,2026-04-15,21,10,0
CUST0980,Jay Schwartz,49,Other,Quarterly,2024-11-30,2025-10-26,16,1,1
CUST0981,Kayla Baker,59,Other,Yearly,2025-03-04,2025-06-15,21,8,1
CUST0982,Alec Kelly,24,Female,Yearly,2026-03-20,2026-04-23,8,10,0
CUST0983,Mark Nelson,38,Other,Monthly,2024-05-30,2026-02-25,28,3,0
CUST0984,Amanda Miller,30,Male,Quarterly,2025-07-29,2025-11-15,8,5,1
CUST0985,Sheila Kim,19,Female,Monthly,2025-04-28,2026-01-20,46,1,1
CUST0986,Heidi Holmes,29,Other,Quarterly,2026-02-28,2026-03-20,3,4,1
CUST0987,Nancy Smith,52,Male,Monthly,2025-03-03,2025-12-15,46,5,1
CUST0988,Kenneth Aguirre,42,Female,Monthly,2025-11-15,2026-04-08,1,5,0
CUST0989,Joseph Mcguire,31,Male,Yearly,2025-04-16,2026-04-23,41,3,0
CUST0990,Kathleen Williams,41,Female,Yearly,2026-01-27,2026-03-11,13,6,0
CUST0991,Russell White,52,Other,Yearly,2024-09-28,2025-11-06,36,7,1
CUST0992,Christopher Martinez,57,Male,Yearly,2024-11-17,2025-03-02,29,5,1
CUST0993,David Howard,58,Male,Yearly,2026-01-28,2026-02-23,27,4,1
CUST0994,Christopher Fields,58,Male,Monthly,2024-05-07,2025-07-03,6,3,1
CUST0995,Chad White,46,Male,Monthly,2025-05-02,2025-06-02,39,9,1
CUST0996,James Johns,24,Female,Yearly,2025-06-08,2025-10-18,36,9,1
CUST0997,Jimmy Gaines,20,Female,Quarterly,2025-11-09,2026-03-25,4,8,0
CUST0998,Thomas Brown,56,Female,Monthly,2024-10-14,2024-11-21,20,7,1
CUST0999,Erin Matthews,26,Other,Monthly,2026-03-25,2026-04-09,7,4,0
CUST1000,Anthony Clark,19,Other,Monthly,2025-01-05,2025-08-05,30,7,1
